AVERAGE_ATMOSP_PRESSURE,AVERAGE_FREE_FLOW_SPEED,AVERAGE_FREE_FLOW_TIME,AVERAGE_HUMIDITY,AVERAGE_TEMPERATURE,AVERAGE_TIME_DIFF,AVERAGE_WIND_SPEED,DARK,LIGHT,LOW_LIGHT,céu limpo,céu pouco nublado,day,hour,month,nublado,nuvens quebradas,weekday
1019.0,37.5,90.0,100.0,16.0,24.9,1.0,1,0,0,0,0,21,1,7,0,1,6
1019.0,36.2,82.6,38.0,22.0,51.6,5.0,0,1,0,1,0,6,11,9,0,0,4
1018.0,43.6,62.2,67.0,15.0,144.6,4.0,0,1,0,0,1,11,8,6,0,0,1
1019.0,38.0,64.8,34.0,17.0,3.1,1.0,1,0,0,1,0,13,2,5,0,0,0
1015.0,46.6,84.7,94.0,20.0,0.0,0.0,1,0,0,1,0,5,4,8,0,0,6
1018.0,44.9,87.3,93.0,19.0,0.0,1.0,1,0,0,0,0,31,5,7,0,1,1
1021.0,44.0,84.0,76.0,8.0,2.1,3.0,1,0,0,1,0,17,1,2,0,0,6
1003.0,43.6,68.1,81.0,10.0,4.3,5.0,1,0,0,0,1,24,22,4,0,0,2
1011.0,37.9,88.8,76.0,13.0,9.5,4.0,0,1,0,0,0,25,13,11,0,1,6
1025.0,45.8,88.5,66.0,11.0,86.4,5.0,0,1,0,1,0,14,9,2,0,0,3
1018.0,37.4,91.6,93.0,18.0,33.9,1.0,0,1,0,0,0,18,10,9,1,0,1
1021.0,38.6,82.8,59.0,19.0,20.5,6.0,0,1,0,0,1,10,13,6,0,0,0
1024.0,40.9,87.8,36.0,24.0,8.3,6.0,0,1,0,1,0,23,13,10,0,0,1
1018.0,39.5,66.5,87.0,16.0,2.1,2.0,1,0,0,0,0,1,5,6,0,1,5
1017.0,44.5,85.0,100.0,17.0,49.8,4.0,0,1,0,0,0,28,18,8,0,1,1
1019.0,47.3,62.2,53.0,19.0,128.3,5.0,0,1,0,1,0,13,8,5,0,0,0
1013.0,40.6,83.6,61.0,30.0,61.8,3.0,0,1,0,0,1,11,17,7,0,0,3
1016.0,39.8,85.1,100.0,16.0,3.1,2.0,1,0,0,0,1,5,4,7,0,0,4
1017.0,33.2,90.2,93.0,19.0,61.7,3.0,0,1,0,0,0,5,10,7,0,1,4
1017.0,34.4,82.3,73.0,21.0,3.1,4.0,0,1,0,0,1,21,19,7,0,0,6
1025.0,38.1,75.3,93.0,9.0,6.6,1.0,1,0,0,0,0,28,2,1,0,1,0
1020.0,37.6,64.9,87.0,11.0,4.7,2.0,1,0,0,0,0,9,3,6,0,1,6
1015.0,48.8,74.5,100.0,16.0,121.3,1.0,0,1,0,0,0,16,8,10,0,1,1
1014.0,40.8,79.5,87.0,11.0,0.0,3.0,1,0,0,0,0,14,22,10,0,1,6
1001.0,41.1,86.9,59.0,18.0,0.0,4.0,1,0,0,1,0,18,4,11,0,0,6
1015.0,33.9,93.6,83.0,21.0,19.9,4.0,0,1,0,0,1,13,11,7,0,0,5
1017.0,48.2,82.9,82.0,12.0,3.3,0.0,1,0,0,1,0,5,0,10,0,0,4
1016.0,43.4,77.9,93.0,18.0,8.3,1.0,1,0,0,0,0,24,23,7,0,1,1
1016.0,43.6,88.7,36.0,25.0,0.0,3.0,1,0,0,1,0,20,5,8,0,0,0
1018.0,41.0,74.1,93.0,13.0,19.5,8.0,0,1,0,0,0,23,13,1,0,1,2
1013.0,39.3,91.7,93.0,13.0,4.4,1.0,0,1,0,0,0,27,7,8,0,1,0
1018.0,40.2,89.2,100.0,14.0,3.6,0.0,1,0,0,0,0,29,2,7,0,1,6
1021.0,38.2,80.6,64.0,20.0,31.5,3.0,1,0,0,1,0,22,18,10,0,0,0
985.0,50.3,66.6,96.0,11.0,1.2,0.0,1,0,0,0,0,19,1,11,0,1,0
1017.0,44.7,85.7,93.0,18.0,46.5,2.0,0,1,0,0,0,28,17,8,0,1,1
1017.0,34.8,77.4,77.0,21.0,55.1,3.0,0,1,0,0,1,3,16,6,0,0,0
1025.0,45.9,83.6,59.0,15.0,1.3,4.0,1,0,0,1,0,24,2,10,0,0,2
1030.0,32.8,94.3,54.0,12.0,13.0,1.0,0,1,0,1,0,5,12,2,0,0,1
1027.0,31.8,80.5,77.0,16.0,29.4,2.0,0,1,0,0,0,5,16,12,0,1,2
1016.0,42.0,78.8,73.0,29.0,41.0,2.0,0,1,0,0,0,22,16,7,0,1,0
1019.0,44.0,85.5,93.0,13.0,4.2,1.0,1,0,0,1,0,17,2,10,0,0,2
1030.0,44.1,79.2,54.0,8.0,67.3,5.0,0,1,0,1,0,25,9,2,0,0,0
1020.0,37.6,82.6,73.0,19.0,7.4,1.0,0,1,0,1,0,11,10,8,0,0,5
1015.0,41.8,85.9,60.0,20.0,18.1,7.0,0,1,0,1,0,25,18,8,0,0,5
1019.0,37.7,76.8,100.0,15.0,112.4,3.0,0,1,0,0,0,13,15,4,0,1,5
1016.0,39.2,79.7,34.0,25.0,7.3,3.0,1,0,0,1,0,19,20,8,0,0,6
1031.0,41.3,90.0,100.0,8.0,0.0,1.0,1,0,0,0,0,28,1,2,0,1,3
1012.0,46.5,69.8,76.0,14.0,30.1,8.0,0,1,0,0,0,24,11,11,0,1,5
1026.0,36.7,93.3,82.0,15.0,55.7,3.0,0,1,0,0,1,2,17,3,0,0,5
1021.0,40.1,88.3,68.0,18.0,25.8,8.0,0,0,1,1,0,9,19,8,0,0,3
1022.0,44.4,83.0,82.0,18.0,14.8,4.0,1,0,0,0,1,11,20,8,0,0,6
1014.0,40.2,77.9,69.0,25.0,17.5,2.0,0,1,0,1,0,26,12,8,0,0,0
1010.0,41.4,76.1,93.0,10.0,0.0,3.0,1,0,0,0,0,18,4,4,0,1,3
1019.0,42.8,81.6,93.0,14.0,5.4,2.0,1,0,0,0,0,16,22,10,0,1,1
1014.0,43.3,82.6,65.0,27.0,135.6,2.0,0,1,0,1,0,11,10,7,0,0,3
1018.0,34.8,88.4,88.0,16.0,28.1,1.0,0,1,0,0,0,14,10,9,0,1,4
1031.0,41.0,83.1,86.0,3.0,2.2,2.0,1,0,0,1,0,3,23,2,0,0,6
1017.0,42.9,71.6,93.0,14.0,0.0,3.0,1,0,0,0,0,21,23,5,0,1,1
1018.0,36.5,70.9,88.0,18.0,3.9,1.0,0,1,0,0,1,30,9,6,0,0,6
1021.0,39.6,88.3,68.0,21.0,52.1,6.0,0,1,0,1,0,19,17,9,0,0,2
1029.0,37.6,93.8,39.0,17.0,9.8,3.0,0,1,0,1,0,24,11,2,0,0,6
1016.0,38.8,79.7,83.0,20.0,5.2,1.0,0,1,0,0,0,14,9,7,0,1,6
1021.0,37.6,86.8,78.0,20.0,23.4,1.0,0,1,0,1,0,12,10,9,0,0,2
1010.0,41.8,78.6,93.0,15.0,9.1,3.0,1,0,0,0,0,21,20,9,0,1,5
1021.0,37.0,82.1,100.0,12.0,16.3,0.0,0,1,0,0,0,15,7,6,0,1,5
1015.0,43.6,68.8,93.0,14.0,10.5,1.0,0,1,0,0,0,25,6,6,0,1,1
1016.0,43.3,85.2,73.0,18.0,21.4,3.0,1,0,0,1,0,17,22,8,0,0,4
1015.0,41.1,89.2,88.0,19.0,30.1,4.0,0,1,0,0,0,5,11,9,0,1,2
1016.0,34.6,72.9,82.0,17.0,13.7,2.0,0,1,0,0,0,20,10,6,0,1,3
1018.0,37.7,81.2,48.0,18.0,25.1,7.0,0,1,0,0,0,11,12,6,0,1,1
1008.0,41.6,74.9,71.0,10.0,0.0,4.0,0,1,0,1,0,25,8,4,0,0,3
1020.0,36.7,81.2,94.0,22.0,45.2,5.0,0,1,0,0,1,14,19,8,0,0,2
1020.0,37.6,84.4,73.0,20.0,10.3,2.0,0,1,0,1,0,13,13,9,0,0,3
1014.0,43.4,62.5,100.0,12.0,6.9,2.0,0,0,1,0,0,9,6,5,0,1,3
1023.0,41.6,72.1,56.0,17.0,58.0,2.0,0,1,0,1,0,13,7,9,0,0,4
1015.0,33.9,79.5,82.0,20.0,14.8,4.0,0,1,0,0,1,24,18,6,0,0,0
1018.0,46.9,71.3,100.0,14.0,0.0,4.0,1,0,0,0,0,14,3,4,0,1,6
1014.0,34.4,85.9,43.0,21.0,22.8,1.0,0,1,0,1,0,4,11,5,0,0,5
1016.0,33.2,92.3,82.0,20.0,42.2,2.0,0,1,0,0,0,17,11,7,0,1,2
1023.0,37.1,89.1,67.0,17.0,62.0,6.0,0,1,0,1,0,10,10,9,0,0,1
1023.0,43.8,75.1,72.0,18.0,5.1,1.0,1,0,0,1,0,13,1,9,0,0,4
1006.0,44.4,85.1,100.0,13.0,0.0,6.0,1,0,0,0,0,6,23,11,0,1,1
1026.0,36.6,90.7,76.0,14.0,34.9,2.0,0,0,1,0,1,2,18,3,0,0,5
1021.0,39.2,85.6,100.0,14.0,19.2,1.0,0,1,0,0,0,28,9,9,0,1,5
1015.0,47.8,77.3,100.0,16.0,0.0,3.0,1,0,0,0,0,9,4,7,0,1,1
1017.0,40.7,80.5,68.0,22.0,100.1,2.0,0,1,0,0,1,5,19,7,0,0,4
1027.0,31.2,100.1,42.0,20.0,178.6,2.0,0,1,0,1,0,24,16,2,0,0,6
1018.0,32.1,81.1,88.0,21.0,33.9,4.0,0,1,0,0,0,29,14,4,0,1,0
1013.0,38.5,64.1,82.0,15.0,4.8,2.0,1,0,0,0,0,15,3,5,0,1,2
1017.0,42.3,63.4,100.0,15.0,4.1,1.0,1,0,0,0,0,20,2,6,0,1,3
1012.0,40.0,87.9,47.0,13.0,64.2,7.0,0,0,1,0,0,27,17,10,0,1,5
1018.0,33.6,76.1,82.0,18.0,93.5,5.0,0,1,0,0,0,10,15,5,0,1,4
1027.0,34.4,95.2,42.0,17.0,40.9,2.0,0,1,0,1,0,13,15,2,0,0,2
1019.0,45.1,88.8,93.0,15.0,0.0,0.0,1,0,0,1,0,12,5,9,0,0,2
1021.0,34.7,83.9,54.0,13.0,48.3,4.0,0,0,1,0,0,17,17,1,0,1,3
1018.0,38.5,85.9,82.0,22.0,28.3,6.0,0,1,0,0,1,20,18,7,0,0,5
1021.0,45.6,86.2,93.0,15.0,46.3,1.0,0,0,1,0,0,21,7,9,0,1,4
1021.0,44.0,85.5,87.0,14.0,113.3,2.0,0,0,1,1,0,22,7,10,0,0,0
1019.0,41.4,87.3,77.0,15.0,17.6,5.0,1,0,0,1,0,6,19,10,0,0,5
1014.0,34.3,92.0,74.0,26.0,35.5,1.0,0,0,1,1,0,5,19,8,0,0,6
1015.0,36.1,79.5,82.0,20.0,12.2,4.0,0,1,0,0,0,24,14,6,0,1,0
1019.0,37.2,89.3,73.0,22.0,27.5,4.0,0,1,0,0,0,30,11,7,0,1,0
1019.0,38.3,74.7,93.0,8.0,12.8,3.0,1,0,0,0,0,16,4,1,0,1,2
1026.0,32.9,101.9,51.0,14.0,18.9,1.0,0,1,0,1,0,15,12,2,0,0,4
1017.0,44.4,79.5,72.0,12.0,8.1,0.0,0,1,0,1,0,5,9,10,0,0,4
1016.0,45.6,70.7,43.0,20.0,2.1,6.0,0,1,0,1,0,8,9,9,0,0,6
1015.0,36.8,77.6,82.0,22.0,13.3,4.0,0,1,0,0,0,15,13,5,0,1,2
1018.0,42.4,82.4,53.0,24.0,20.7,2.0,1,0,0,1,0,25,19,9,0,0,1
1018.0,41.9,92.3,93.0,17.0,3.5,1.0,1,0,0,1,0,16,20,9,0,0,6
1022.0,35.5,79.8,81.0,5.0,67.0,4.0,0,1,0,0,0,18,11,1,0,1,4
1030.0,49.6,79.0,100.0,13.0,8.0,2.0,1,0,0,0,0,6,21,12,0,1,3
1005.0,41.6,85.3,93.0,14.0,0.0,4.0,1,0,0,0,0,31,3,1,0,1,3
1026.0,45.5,84.0,48.0,28.0,21.1,3.0,0,1,0,1,0,27,12,9,0,0,3
1028.0,41.4,89.1,66.0,9.0,0.0,5.0,1,0,0,1,0,13,6,2,0,0,2
1030.0,43.9,74.4,100.0,14.0,57.9,1.0,1,0,0,0,0,6,18,12,0,1,3
1023.0,42.7,70.1,100.0,13.0,0.8,0.0,1,0,0,0,0,3,23,12,0,1,0
1021.0,40.5,66.3,68.0,19.0,3.7,1.0,1,0,0,1,0,29,23,5,0,0,2
1016.0,38.6,74.5,82.0,21.0,58.5,2.0,0,1,0,0,1,26,18,6,0,0,2
1009.0,44.0,85.5,82.0,17.0,32.9,3.0,0,1,0,0,0,11,10,10,0,1,3
1018.0,46.2,87.9,100.0,12.0,2.0,2.0,1,0,0,0,0,17,4,10,0,1,2
1016.0,33.5,87.7,93.0,20.0,14.7,2.0,0,1,0,0,0,15,12,7,0,1,0
1021.0,44.0,81.9,69.0,26.0,12.6,4.0,0,1,0,1,0,15,13,8,0,0,3
1028.0,41.5,88.4,100.0,7.0,0.0,0.0,1,0,0,1,0,11,0,2,0,0,0
1018.0,44.9,84.6,88.0,19.0,115.5,3.0,0,1,0,0,0,18,17,9,0,1,1
995.0,53.5,67.1,81.0,8.0,2.8,0.0,1,0,0,1,0,23,5,4,0,0,1
1019.0,41.7,83.4,69.0,26.0,32.5,6.0,0,1,0,0,1,21,15,7,0,0,6
1016.0,36.9,90.4,73.0,21.0,31.8,5.0,0,1,0,0,0,26,14,7,0,1,3
1022.0,45.9,77.0,100.0,15.0,0.0,2.0,1,0,0,0,0,2,4,11,0,1,4
1022.0,32.9,101.9,67.0,12.0,25.5,2.0,0,1,0,0,0,4,10,3,0,1,0
1006.0,43.2,81.6,93.0,10.0,7.3,1.0,1,0,0,0,0,31,1,10,0,1,2
1009.0,40.8,85.9,100.0,14.0,3.8,5.0,0,1,0,0,0,11,13,11,0,1,6
1019.0,36.2,82.3,72.0,21.0,11.7,1.0,1,0,0,1,0,31,21,5,0,0,4
1020.0,44.5,80.9,82.0,15.0,8.1,4.0,1,0,0,1,0,6,20,10,0,0,5
1018.0,34.7,93.6,53.0,21.0,24.4,4.0,0,1,0,1,0,20,12,10,0,0,5
1019.0,39.1,76.8,59.0,16.0,17.6,5.0,1,0,0,0,1,25,0,5,0,0,5
1017.0,40.2,66.6,93.0,16.0,1.0,2.0,1,0,0,0,0,30,1,6,0,1,6
1024.0,46.0,81.2,88.0,19.0,9.2,0.0,1,0,0,1,0,27,22,9,0,0,3
1016.0,43.1,83.3,100.0,14.0,1.5,1.0,1,0,0,1,0,30,1,9,0,0,6
1019.0,43.7,79.2,73.0,22.0,78.2,0.0,0,1,0,1,0,4,9,9,0,0,2
1017.0,43.1,71.3,100.0,10.0,0.0,1.0,1,0,0,0,0,17,5,6,0,1,0
1026.0,37.2,83.6,72.0,19.0,63.1,6.0,0,1,0,0,1,27,16,4,0,0,5
1019.0,39.8,84.5,77.0,24.0,21.9,4.0,0,1,0,0,0,29,16,8,0,1,3
1017.0,40.3,65.7,88.0,18.0,77.8,3.0,0,1,0,0,0,27,10,6,0,1,3
1017.0,49.6,73.7,100.0,15.0,3.5,0.0,1,0,0,0,0,19,6,9,1,0,3
1012.0,44.0,59.9,100.0,14.0,0.0,5.0,1,0,0,0,0,23,1,6,0,1,6
1016.0,41.9,86.1,93.0,22.0,61.2,1.0,0,1,0,0,0,17,15,9,0,1,1
1018.0,38.8,73.5,63.0,16.0,43.2,3.0,0,1,0,0,1,5,16,6,0,0,2
1027.0,41.5,88.3,100.0,4.0,0.0,1.0,1,0,0,1,0,6,3,2,0,0,2
1017.0,39.2,91.1,77.0,21.0,32.4,7.0,0,1,0,0,1,18,14,8,0,0,6
1016.0,39.4,83.8,77.0,23.0,52.6,3.0,0,1,0,0,0,4,16,7,0,1,3
1017.0,39.6,88.7,100.0,16.0,30.3,3.0,0,1,0,0,0,17,12,9,0,1,0
1012.0,47.7,72.9,77.0,14.0,0.0,3.0,1,0,0,1,0,17,0,11,0,0,5
1021.0,43.0,82.7,88.0,16.0,2.6,0.0,1,0,0,1,0,10,23,9,0,0,0
998.0,43.5,68.3,93.0,10.0,1.4,1.0,1,0,0,0,0,22,21,4,0,1,0
1024.0,42.1,75.4,87.0,15.0,0.0,6.0,1,0,0,0,0,3,1,12,0,1,0
1019.0,40.2,67.9,87.0,14.0,0.0,4.0,1,0,0,0,0,10,23,6,0,1,0
1020.0,42.2,71.2,100.0,9.0,8.2,1.0,1,0,0,1,0,25,21,1,0,0,4
1016.0,36.1,92.3,100.0,17.0,8.1,5.0,1,0,0,0,0,20,0,7,0,1,5
1019.0,35.9,80.7,100.0,14.0,57.0,5.0,0,1,0,0,0,13,17,4,0,1,5
1020.0,40.5,85.8,77.0,20.0,5.5,1.0,1,0,0,0,0,29,23,7,0,1,6
1030.0,32.7,100.1,62.0,9.0,48.3,3.0,0,1,0,1,0,5,11,2,0,0,1
1018.0,41.7,72.9,76.0,8.0,0.0,1.0,1,0,0,1,0,30,5,3,0,0,5
1024.0,43.4,75.0,52.0,18.0,2.8,4.0,1,0,0,1,0,12,3,9,0,0,3
1016.0,41.0,76.9,52.0,18.0,6.6,1.0,1,0,0,1,0,7,23,9,0,0,5
1024.0,37.3,90.3,46.0,23.0,47.9,0.0,1,0,0,1,0,23,18,10,0,0,1
1016.0,45.5,80.2,28.0,22.0,9.4,3.0,1,0,0,1,0,20,0,8,0,0,0
1027.0,44.9,79.8,87.0,5.0,29.8,1.0,0,1,0,1,0,6,10,2,0,0,2
1018.0,37.8,68.8,77.0,22.0,6.8,8.0,0,1,0,0,1,26,19,5,0,0,6
1023.0,44.4,67.6,76.0,12.0,77.1,4.0,0,1,0,0,0,28,8,11,1,0,2
1026.0,37.4,93.1,76.0,8.0,0.0,4.0,1,0,0,1,0,14,0,2,0,0,3
1016.0,41.9,74.8,71.0,14.0,60.5,8.0,0,1,0,1,0,2,18,4,0,0,1
1020.0,42.9,87.9,100.0,15.0,17.3,1.0,0,1,0,0,0,13,9,9,0,1,3
1018.0,34.4,91.6,100.0,9.0,0.0,3.0,0,1,0,0,0,1,9,11,0,1,3
1017.0,40.7,88.5,52.0,31.0,12.7,1.0,0,1,0,1,0,4,10,8,0,0,5
1018.0,46.3,78.8,100.0,16.0,4.9,0.0,1,0,0,0,0,31,2,8,0,1,5
1024.0,41.8,75.0,81.0,8.0,0.0,1.0,1,0,0,0,0,21,21,1,0,1,0
1015.0,41.7,87.8,100.0,15.0,3.0,0.0,1,0,0,1,0,8,3,8,0,0,2
1018.0,40.3,88.9,69.0,20.0,167.0,1.0,0,1,0,1,0,14,11,8,0,0,1
1015.0,39.2,90.1,81.0,10.0,2.2,6.0,0,0,1,1,0,5,7,3,0,0,1
1025.0,47.0,82.6,100.0,7.0,0.0,1.0,1,0,0,0,0,7,5,2,1,0,3
1018.0,36.8,78.2,68.0,24.0,57.7,6.0,0,1,0,0,1,26,17,5,0,0,6
1017.0,51.8,80.1,100.0,16.0,0.0,1.0,1,0,0,0,0,15,0,9,0,1,5
1015.0,41.6,83.8,100.0,16.0,2.0,1.0,1,0,0,0,0,18,1,9,0,1,2
1016.0,50.7,81.1,100.0,11.0,0.0,0.0,1,0,0,1,0,6,5,10,0,0,5
1017.0,37.7,91.8,77.0,18.0,26.8,3.0,0,1,0,1,0,29,11,9,0,0,5
1021.0,36.6,89.7,64.0,23.0,109.0,5.0,0,1,0,1,0,13,14,8,0,0,1
1019.0,42.5,62.5,100.0,13.0,5.3,2.0,1,0,0,0,1,23,2,5,0,0,3
1029.0,33.8,83.1,76.0,13.0,12.9,3.0,0,1,0,0,1,27,9,4,0,0,5
1019.0,41.7,75.0,48.0,20.0,41.5,2.0,0,1,0,1,0,29,17,3,0,0,4
1027.0,48.8,75.8,100.0,8.0,55.1,1.0,0,1,0,1,0,1,8,3,0,0,4
1017.0,44.1,69.9,100.0,15.0,1.9,10.0,1,0,0,0,0,1,1,9,0,1,6
1021.0,45.2,79.0,100.0,13.0,1.2,1.0,1,0,0,0,0,26,2,9,0,1,3
1018.0,43.1,71.0,100.0,15.0,0.0,1.0,0,1,0,0,0,2,7,6,0,1,6
1014.0,34.4,75.4,87.0,13.0,4.8,2.0,1,0,0,0,0,13,23,6,0,1,3
1004.0,41.9,74.3,87.0,12.0,0.0,1.0,1,0,0,0,0,20,21,11,0,1,1
1018.0,41.3,82.6,100.0,17.0,2.8,1.0,1,0,0,0,0,9,0,9,0,1,6
1010.0,48.1,88.8,47.0,13.0,99.6,7.0,0,1,0,0,0,28,16,10,0,1,6
1030.0,44.7,77.1,93.0,14.0,48.5,2.0,1,0,0,0,0,6,17,12,0,1,3
1015.0,41.1,82.1,65.0,27.0,26.0,3.0,0,1,0,0,1,12,14,7,0,0,4
1024.0,38.0,76.9,93.0,8.0,1.4,2.0,1,0,0,0,0,5,5,12,0,1,2
1019.0,35.2,95.1,77.0,19.0,15.2,2.0,0,1,0,0,1,28,19,4,0,0,6
1017.0,36.4,74.6,77.0,22.0,73.1,4.0,0,1,0,0,1,1,19,7,0,0,0
1024.0,42.3,75.8,93.0,8.0,0.0,3.0,1,0,0,1,0,27,3,11,0,0,1
1016.0,48.3,64.8,100.0,16.0,148.6,1.0,0,1,0,0,1,26,8,6,0,0,2
1019.0,34.9,88.7,100.0,15.0,8.9,1.0,1,0,0,0,0,21,4,7,0,1,6
1013.0,44.4,83.6,100.0,19.0,3.1,1.0,1,0,0,0,0,11,4,7,0,1,3
1022.0,38.2,63.9,93.0,13.0,3.8,1.0,1,0,0,0,0,11,4,5,0,1,5
1025.0,35.8,80.5,87.0,8.0,33.5,3.0,0,1,0,1,0,21,11,1,0,0,0
1016.0,44.7,84.4,94.0,21.0,14.3,0.0,1,0,0,1,0,5,21,8,0,0,6
1014.0,43.5,86.5,41.0,20.0,2.3,5.0,0,1,0,1,0,1,8,9,0,0,5
1020.0,39.8,82.0,100.0,18.0,15.1,2.0,1,0,0,0,0,9,22,8,0,1,4
1022.0,34.4,80.4,30.0,29.0,12.4,3.0,0,1,0,1,0,30,12,5,0,0,3
1021.0,37.6,94.3,82.0,20.0,45.8,6.0,0,1,0,0,1,10,18,8,0,0,5
1020.0,49.1,81.8,93.0,15.0,0.0,2.0,1,0,0,0,0,9,23,9,0,1,0
1018.0,37.4,89.3,72.0,21.0,52.2,4.0,0,1,0,0,0,21,17,10,0,1,6
1012.0,32.7,99.7,79.0,7.0,36.7,0.0,0,1,0,0,0,4,17,2,0,1,0
1011.0,48.9,85.9,87.0,12.0,0.8,2.0,1,0,0,1,0,14,5,10,0,0,6
1013.0,44.0,85.5,93.0,17.0,0.0,1.0,1,0,0,1,0,7,6,9,0,0,4
1023.0,40.8,85.0,100.0,12.0,16.3,1.0,0,1,0,0,0,12,7,8,0,1,0
1023.0,37.1,67.7,54.0,11.0,2.4,6.0,1,0,0,1,0,10,22,12,0,0,0
1021.0,46.9,75.4,72.0,21.0,1.8,2.0,0,1,0,1,0,14,8,9,0,0,5
1013.0,45.4,65.3,88.0,16.0,7.9,4.0,0,1,0,0,0,4,6,6,0,1,1
1012.0,42.6,70.9,87.0,11.0,98.0,4.0,0,1,0,0,0,22,9,11,0,1,3
1014.0,47.9,60.6,28.0,17.0,84.7,5.0,0,1,0,1,0,14,7,5,0,0,1
1020.0,32.0,85.4,93.0,15.0,30.2,3.0,0,1,0,0,0,13,13,4,0,1,5
1016.0,44.3,78.1,93.0,17.0,127.8,1.0,0,1,0,0,0,26,9,6,0,1,2
1005.0,48.0,65.3,87.0,9.0,2.5,4.0,1,0,0,0,1,25,3,4,0,0,3
1017.0,41.7,71.3,31.0,23.0,4.9,3.0,1,0,0,1,0,5,21,9,0,0,3
1023.0,46.1,78.8,76.0,14.0,32.5,4.0,1,0,0,1,0,13,19,11,0,0,1
1009.0,47.0,82.2,100.0,15.0,0.0,7.0,0,1,0,0,0,11,8,11,0,1,6
1021.0,38.8,78.6,63.0,19.0,124.2,2.0,0,1,0,0,1,9,15,6,0,0,6
1017.0,45.6,87.7,100.0,14.0,0.0,1.0,1,0,0,1,0,1,1,8,0,0,2
1024.0,43.4,88.4,73.0,20.0,19.4,2.0,0,1,0,1,0,23,11,9,0,0,6
1019.0,43.6,88.7,77.0,20.0,43.1,1.0,0,1,0,0,0,15,10,9,0,1,5
1017.0,44.3,75.7,93.0,17.0,8.1,2.0,1,0,0,0,0,31,22,8,0,1,5
1022.0,40.4,89.8,68.0,21.0,31.1,2.0,0,1,0,1,0,19,12,9,0,0,2
1020.0,43.4,62.3,88.0,18.0,52.9,2.0,0,1,0,0,0,1,9,7,0,1,0
1018.0,36.9,85.8,100.0,20.0,33.0,2.0,1,0,0,0,1,23,22,8,0,0,4
1016.0,45.1,70.7,93.0,18.0,93.1,2.0,0,1,0,0,0,9,8,7,0,1,1
1017.0,44.0,85.5,77.0,19.0,122.8,7.0,0,1,0,0,0,12,8,10,0,1,4
1015.0,46.8,59.7,93.0,16.0,72.1,2.0,0,1,0,0,0,26,7,6,0,1,2
1025.0,38.8,88.6,82.0,13.0,29.7,3.0,0,1,0,0,0,6,15,2,0,1,2
999.0,32.5,70.5,81.0,11.0,24.5,1.0,0,1,0,0,0,23,12,4,0,1,1
1013.0,43.6,72.1,93.0,7.0,0.0,2.0,1,0,0,0,0,23,6,11,0,1,4
1014.0,42.9,71.4,100.0,12.0,0.0,3.0,1,0,0,0,0,9,4,5,0,1,3
1019.0,37.6,84.4,38.0,25.0,8.2,2.0,0,1,0,1,0,4,12,10,0,0,3
1015.0,44.0,85.5,77.0,17.0,2.1,7.0,1,0,0,0,0,12,6,10,0,1,4
1018.0,42.1,73.9,100.0,11.0,0.0,1.0,1,0,0,1,0,30,3,4,0,0,1
1015.0,42.4,79.8,82.0,25.0,42.1,3.0,0,1,0,0,0,2,14,7,0,1,1
1022.0,46.1,85.7,34.0,16.0,1.3,5.0,1,0,0,1,0,23,4,10,0,0,1
1016.0,39.8,89.6,100.0,17.0,3.7,1.0,0,1,0,0,0,16,8,8,1,0,3
1016.0,42.6,86.5,69.0,21.0,101.0,3.0,0,1,0,0,0,15,15,8,0,1,2
1016.0,43.4,88.3,82.0,21.0,36.7,4.0,0,1,0,0,0,24,18,7,0,1,1
1016.0,41.9,76.2,100.0,17.0,0.0,3.0,1,0,0,0,0,17,21,9,0,1,1
1026.0,39.3,91.3,93.0,8.0,2.9,3.0,1,0,0,0,0,7,0,2,1,0,3
1018.0,42.9,74.9,72.0,20.0,3.3,0.0,1,0,0,1,0,15,22,9,0,0,6
1013.0,40.1,67.0,100.0,15.0,3.1,5.0,1,0,0,0,0,10,3,5,0,1,4
1018.0,35.2,81.2,82.0,15.0,30.1,1.0,0,1,0,0,0,2,11,4,0,1,1
1016.0,38.1,89.4,48.0,27.0,21.9,3.0,0,1,0,1,0,31,14,8,0,0,4
1015.0,40.4,89.8,77.0,20.0,14.9,3.0,0,1,0,1,0,6,12,9,0,0,3
1018.0,37.1,89.6,37.0,26.0,42.0,2.0,0,0,1,1,0,25,18,9,0,0,1
1017.0,39.6,81.5,53.0,28.0,34.6,3.0,0,1,0,1,0,1,17,6,0,0,5
1015.0,37.0,83.2,100.0,18.0,6.1,3.0,1,0,0,0,0,10,5,7,0,1,2
1019.0,32.3,79.8,76.0,14.0,33.7,7.0,0,1,0,0,1,10,16,4,0,0,2
1010.0,40.0,85.1,100.0,11.0,46.5,6.0,0,1,0,0,0,30,15,1,0,1,2
1018.0,47.7,69.3,51.0,16.0,52.2,4.0,0,1,0,1,0,28,8,5,0,0,1
1016.0,38.2,88.9,62.0,11.0,0.0,4.0,0,0,1,1,0,27,7,10,0,0,5
1016.0,37.3,81.6,48.0,30.0,69.2,4.0,0,1,0,1,0,2,16,9,0,0,0
1024.0,48.5,75.8,57.0,6.0,56.8,2.0,0,1,0,1,0,15,8,2,0,0,4
1018.0,41.9,81.8,100.0,15.0,4.1,2.0,1,0,0,1,0,13,23,9,0,0,3
